300234063341760, 2019-04-11 17:00:00, 1.30, 6.92, 6.84, 4, 116,
0.03125000, 0.01140000, -0.2321, -0.3658, -0.1533, 0.4857,
0.03515625, 0.01940000, 0.0774, -0.4225, 0.0675, 0.0168,
0.03906250, 0.01160000, 0.0198, -0.2801, -0.1420, -0.3262,
0.04296875, 0.02570000, 0.0298, 0.3372, -0.4022, 0.1172,
0.04687500, 0.02470000, 0.4798, 0.1024, 0.1710, -0.0582,
0.05078125, 0.01610000, 0.3131, -0.2473, -0.1771, -0.0841,
0.05468750, 0.03080000, 0.0169, -0.1276, -0.2385, -0.2076,
0.05859375, 0.01480000, -0.4683, -0.0901, 0.3506, 0.2452,
0.06250000, 0.01970000, 0.0224, -0.3761, -0.0624, 0.2695,
0.06640625, 0.03880000, 0.2856, 0.0382, 0.3540, -0.1667,
0.07031250, 0.06490000, 0.2867, -0.2485, -0.3451, -0.1752,
0.07421875, 0.16540000, 0.3881, -0.5799, -0.1486, -0.5653,
0.07812500, 0.77050000, 0.5193, -0.7697, -0.3231, -0.8560,
0.08203125, 1.06170000, 0.4595, -0.8405, -0.5449, -0.7974,
0.08593750, 0.91490000, 0.4170, -0.8869, -0.6092, -0.7319,
0.08984375, 0.75220000, 0.3726, -0.8908, -0.7058, -0.6829,
0.09375000, 0.61620000, 0.3974, -0.8770, -0.6518, -0.7086,
0.09765625, 0.79640000, 0.4703, -0.8275, -0.5111, -0.8187,
0.10156250, 1.10680000, 0.4726, -0.8510, -0.5067, -0.8152,
0.10546875, 0.83620000, 0.4466, -0.8630, -0.5497, -0.7704,
0.10937500, 0.94060000, 0.4358, -0.8649, -0.5574, -0.7336,
0.11328125, 0.47070000, 0.5014, -0.8182, -0.3957, -0.8072,
0.11718750, 0.58720000, 0.2584, -0.9074, -0.6954, -0.5360,
0.12109375, 0.24290000, 0.2146, -0.9162, -0.8320, -0.3909,
0.12500000, 1.24930000, 0.3718, -0.8933, -0.6792, -0.6890,
0.12890625, 1.48990000, 0.4260, -0.8683, -0.5639, -0.7517,
0.13281250, 0.59530000, 0.3738, -0.8418, -0.5556, -0.5829,
0.13671875, 1.27440000, 0.2789, -0.9216, -0.7857, -0.4989,
0.14062500, 1.22880000, 0.5083, -0.8266, -0.4237, -0.8510,
0.14453125, 1.57240000, 0.4150, -0.8585, -0.5219, -0.7094,
0.14843750, 0.90570000, 0.2080, -0.8791, -0.6340, -0.3429,
0.15234375, 0.49070000, 0.2327, -0.8611, -0.5711, -0.3702,
0.15625000, 0.66140000, 0.4434, -0.8426, -0.5226, -0.7203,
0.16015625, 0.58730000, 0.3453, -0.8468, -0.5761, -0.5097,
0.16406250, 0.37900000, 0.4381, -0.7864, -0.4108, -0.5698,
0.16796875, 0.44500000, 0.2796, -0.8712, -0.7062, -0.3859,
0.17187500, 0.25130000, 0.0873, -0.9265, -0.8042, -0.1080,
0.17578125, 0.06640000, 0.1373, -0.6147, -0.2766, 0.2114,
0.17968750, 0.29830000, 0.3692, -0.8551, -0.6111, -0.6541,
0.18359375, 0.22200000, 0.3759, -0.8371, -0.5938, -0.6555,
0.18750000, 0.51700000, 0.1850, -0.9199, -0.7817, -0.3824,
0.19140625, 0.33790000, 0.2897, -0.8827, -0.6525, -0.5026,
0.19531250, 0.49060000, 0.3635, -0.8672, -0.6574, -0.5472,
0.19921875, 0.43600000, 0.3455, -0.8612, -0.6949, -0.5506,
0.20312500, 0.38860000, 0.1616, -0.8718, -0.7260, -0.1988,
0.20703125, 0.37270000, -0.0352, -0.8843, -0.7160, 0.1958,
0.21093750, 0.29680000, -0.0315, -0.9040, -0.7547, 0.1337,
0.21484375, 0.21600000, 0.1478, -0.8870, -0.7817, -0.3372,
0.21875000, 0.13360000, 0.1399, -0.8120, -0.4020, -0.2148,
0.22265625, 0.07870000, 0.4853, -0.6819, -0.0901, -0.5755,
0.22656250, 0.06860000, 0.5311, -0.6191, -0.0879, -0.5749,
0.23046875, 0.07430000, 0.0661, -0.8485, -0.7464, -0.0585,
0.23437500, 0.14390000, -0.0010, -0.9037, -0.8495, 0.0935,
0.23828125, 0.22630000, 0.3085, -0.8472, -0.5193, -0.4409,
0.24218750, 0.11190000, 0.6476, -0.6480, 0.0795, -0.7780,
0.24609375, 0.17080000, 0.4754, -0.7151, -0.1394, -0.5895,
0.25000000, 0.11240000, 0.1677, -0.7053, -0.1868, -0.0117,
0.25390625, 0.10100000, 0.0531, -0.8687, -0.7220, 0.0418,
0.25781250, 0.11730000, 0.1096, -0.8652, -0.9015, -0.1287,
0.26171875, 0.05720000, -0.0244, -0.8578, -0.8865, 0.0905,
0.26562500, 0.10070000, 0.0975, -0.8555, -0.7897, -0.1269,
0.26953125, 0.10470000, 0.2469, -0.8329, -0.7200, -0.3742,
0.27343750, 0.07780000, 0.2181, -0.8102, -0.5269, -0.3701,
0.27734375, 0.05000000, 0.0263, -0.6860, -0.4283, 0.0731,
0.28125000, 0.09810000, -0.1746, -0.7945, -0.7385, 0.5295,
0.28515625, 0.06770000, -0.0838, -0.7398, -0.3486, 0.2832,
0.28906250, 0.03170000, -0.2898, -0.6692, -0.4108, 0.3548,
0.29296875, 0.02510000, 0.0866, -0.8302, -0.7930, -0.1553,
0.29687500, 0.01880000, 0.0015, -0.6748, -0.5291, -0.1153,
0.30078125, 0.01670000, 0.1548, -0.3327, 0.4492, -0.0803,
0.30468750, 0.04630000, -0.2205, -0.7481, -0.3636, 0.4471,
0.30859375, 0.05100000, -0.0891, -0.8896, -0.6897, 0.2773,
0.31250000, 0.02120000, -0.0185, -0.7684, -0.5950, 0.2615,
0.31640625, 0.03420000, -0.1358, -0.8123, -0.6859, 0.3955,
0.32031250, 0.02350000, -0.1192, -0.7072, -0.4657, 0.2020,
0.32421875, 0.00730000, 0.1076, -0.6267, -0.7195, -0.1066,
0.32812500, 0.01970000, 0.1167, -0.7740, -0.6328, -0.0194,
0.33203125, 0.00640000, 0.6188, -0.3740, 0.4270, -0.3459,
0.33593750, 0.01540000, 0.1441, -0.5727, -0.4750, -0.0696,
0.33984375, 0.00860000, -0.0711, -0.4317, -0.1364, 0.3289,
0.34375000, 0.01330000, -0.2519, -0.4232, -0.0496, 0.3250,
0.34765625, 0.00470000, -0.2251, -0.4952, -0.1475, -0.0308,
0.35156250, 0.01760000, 0.0336, -0.6259, -0.5638, -0.0124,
0.35546875, 0.03000000, -0.2131, -0.7790, -0.4548, 0.2139,
0.35937500, 0.00880000, -0.0569, -0.3267, 0.4862, -0.1453,
0.36328125, 0.00350000, 0.2532, -0.4317, 0.2122, -0.1161,
0.36718750, 0.00730000, -0.2179, -0.2576, -0.2457, -0.0011,
0.37109375, 0.01750000, -0.2178, -0.5419, -0.3502, -0.0424,
0.37500000, 0.01650000, -0.3482, -0.7152, -0.4676, 0.3899,
0.37890625, 0.00520000, -0.0066, -0.6714, -0.5439, 0.0595,
0.38281250, 0.01690000, 0.1952, -0.7665, -0.7229, -0.1642,
0.38671875, 0.00900000, 0.3139, -0.4300, -0.1615, -0.0647,
0.39062500, 0.01240000, 0.1935, -0.4855, -0.3832, -0.2075,
0.39453125, 0.00780000, 0.2856, -0.5381, -0.1572, 0.0139,
0.39843750, 0.00450000, -0.1594, -0.3399, -0.1355, 0.1540,
0.40234375, 0.00940000, 0.0589, -0.6023, -0.5909, -0.1724,
0.40625000, 0.01580000, 0.0437, -0.4562, -0.4921, -0.2341,
0.41015625, 0.01010000, -0.3149, -0.3027, 0.2098, 0.6899,
0.41406250, 0.00670000, -0.3820, -0.2946, 0.4400, 0.4772,
0.41796875, 0.01920000, -0.3022, -0.4439, -0.2496, 0.4309,
0.42187500, 0.01060000, 0.0769, -0.1706, 0.0041, 0.0962,
0.42578125, 0.01010000, 0.1625, -0.2435, -0.5953, -0.0614,
0.42968750, 0.01060000, 0.2486, -0.1556, 0.4272, -0.5841,
0.43359375, 0.00910000, 0.4083, 0.1140, 0.0690, 0.6781,
0.43750000, 0.00500000, 0.0637, -0.2223, -0.4514, 0.2502,
0.44140625, 0.00570000, 0.0077, 0.1684, -0.1297, -0.5429,
0.44531250, 0.00660000, -0.0108, -0.0561, -0.6620, 0.0103,
0.44921875, 0.00490000, -0.0759, -0.4674, -0.1578, 0.5775,
0.45312500, 0.01130000, 0.0574, -0.3038, -0.3263, 0.5646,
0.45703125, 0.00710000, 0.1610, 0.4087, -0.2312, -0.3342,
0.46093750, 0.00440000, -0.0927, 0.5037, -0.3203, -0.4314,
0.46484375, 0.00880000, -0.0488, -0.0466, -0.1750, 0.3216,
0.46875000, 0.00710000, -0.0805, -0.4308, -0.4621, 0.5731,
0.47265625, 0.00470000, 0.2918, -0.3375, -0.2913, -0.0651,
0.47656250, 0.00540000, 0.1920, -0.0449, 0.1169, -0.1122,
0.48046875, 0.00400000, -0.1041, 0.1946, 0.1357, -0.6278,
